Nº Pedido,Cód. Cliente,CNPJ,Nome Cliente,Grupo Cliente,Região,Endereço Completo,Qtde. dos Itens,Peso dos Itens,Latitude,Longitude,Janela de Descarga,Anomalia
3740789,210494,51811333000131,Supermercado Oliveira Comercio De Alimen,Nenhum,Carapicuíba,"Rua Maria Candida Teixeira Lacerda, 615, Vila Veloso, Carapicuíba, São Paulo",5,100.0,-23.52272,-46.835,30,0
3740989,213970,55806741000156,Supermercado Panda 2 Ltda,Nenhum,Carapicuíba,"Avenida Comendador Dante Carraro, 576, Cidade Ariston Estela Azevedo, Carapicuíba, São Paulo",4,80.0,-23.5340401,-46.8534601,30,0
3740438,214904,58539253000118,58.539.253 Natiano Rocha Silva,Nenhum,Carapicuíba,"Rua Sao Lucas Evangelista, 236, Jardim Cibele, Carapicuíba, São Paulo",5,100.0,-23.52272,-46.835,30,0
3740250,214377,08944502000697,Examine Supermercados Ltda,Examine,Cordeirópolis,"Rodovia Constante Peruchi, 677, Bairro Do Cascalho, Cordeirópolis, São Paulo",6,110.0,-22.48194,-47.45667,30,0
3740661,12591,00063960007103,Wal Mart Do Brasil Ltda,Sam`S,Cotia,"Rodovia Raposo Tavares, 23033, Granja Viana, Cotia, São Paulo",14,280.0,-23.598486,-46.8560025,30,0
3740506,12194,05218394000172,Integral Alimentação Com.E Serviços Ltda,Nenhum,Cotia,"Estrada Fernando Nobre, 283/487, Parque Rincao, Cotia, São Paulo",1,20.0,-23.60389,-46.91917,30,0
3740526,12194,05218394000172,Integral Alimentação Com.E Serviços Ltda,Nenhum,Cotia,"Avenida Vasco Massafeli, 1010, Jardim Maria Tereza, Cotia, São Paulo",3,60.0,-23.60389,-46.91917,30,0
3740285,14415,05910352000106,F.A.B Pães & Doces 39 Ltda Me,Nenhum,Cotia,"Avenida Ivo Mario Isaac Pires, 10/1,  Das Pedras, Cotia, São Paulo",3,60.0,-23.6277066,-46.9854168,30,0
3740348,194998,14223367000189,Supermercado Peteko Ltda,Nenhum,Cotia,"Estrada Municipal Do Caputera, 333, Ressaca, Cotia, São Paulo",5,100.0,-23.60389,-46.91917,30,0
3740921,190649,21700212000151,Sacolão Granja Viana Ltda,Sacolão Saúde,Cotia,"Rua Ushima Kira, S/N, Granja Viana, Cotia, São Paulo",8,140.0,-23.5920398,-46.8348449,30,0
3740533,210855,39456953000102,Lanchonete Okajima Ltda,Nenhum,Cotia,"Rua Coapa, 109, Jardim Leonor, Cotia, São Paulo",10,200.0,-23.6100182,-46.9327154,30,0
3740804,205532,40131676000481,Comercial Benz Eireli,Nenhum,Cotia,"Rua Quinze De Piracicaba, 19, Jardim Sandra, Cotia, São Paulo",8,160.0,-23.60389,-46.91917,30,0
3740800,205534,40131676000643,Comercial Benz Eireli,Nenhum,Cotia,"Estrada Da Agua Espraiada, 2713, Chac.Tropical (Caucaia Alto), Cotia, São Paulo",24,480.0,-23.60389,-46.91917,30,0
3740799,205529,40131676000724,Comercial Benz Eireli,Nenhum,Cotia,"Rua Vicente Celestino, 184, Parque Mirante Da Mata, Cotia, São Paulo",14,280.0,-23.6176627,-46.9548532,30,0
3740794,210871,52307317000179,Familia Supermercados 1 Ltda,Nenhum,Cotia,"Rua Batista Cepelos, 25, Centro, Cotia, São Paulo",5,100.0,-23.60389,-46.91917,30,0
3740225,194142,53794749000114,Nova Parati Pães E Doces Ltda - Me,Nenhum,Cotia,"Avenida Eid Mansur, 18, Parque São George, Cotia, São Paulo",3,60.0,-23.5959976,-46.8511558,30,0
3740565,218,67393207000144,Casa De Carnes Nova Sublime Ltda - Me,Nenhum,Cotia,"Avenida Joao Paulo Ablas, 45, Jardim Da Glória, Cotia, São Paulo",11,220.0,-23.5977232,-46.8415226,30,0
3740720,12346,00472541000112,Casa De Carnes Alexandra Ltda - Me,Nenhum,Cubatão,"Avenida Nossa Senhora Da Lapa, 22, Vila Nova, Cubatão, São Paulo",5,100.0,-23.895,-46.42528,30,0
3740373,199483,21010503000975,Centro De Distrib. Rede Krill Ltda,Krill,Cubatão,"Avenida Martins Fontes, 1101, Vila Nova, Cubatão, São Paulo",3,60.0,-23.895,-46.42528,30,0
3740455,199483,21010503000975,Centro De Distrib. Rede Krill Ltda,Krill,Cubatão,"Avenida Martins Fontes, 1101, Vila Nova, Cubatão, São Paulo",25,500.0,-23.895,-46.42528,30,0
3740390,199508,21010503001866,Centro De Distribuição Rede Krill Ltda,Krill,Cubatão,"Avenida Joaquim Jorge Peralta, 166, Parque Sao Luis, Cubatão, São Paulo",3,60.0,-23.895,-46.42528,30,0
3740464,199508,21010503001866,Centro De Distribuição Rede Krill Ltda,Krill,Cubatão,"Avenida Joaquim Jorge Peralta, 166, Parque Sao Luis, Cubatão, São Paulo",15,300.0,-23.895,-46.42528,30,0
3740835,3660,03911397000161,Mercadão Da Carne Abc Ltda,Nenhum,Diadema,"Avenida Lico Maia, 552, Cerraria, Diadema, São Paulo",22,440.0,-23.6992148,-46.6104069,30,0
3740194,200751,04059651000108,Center Carnes Select Ltda,Nenhum,Diadema,"Rua Santa Bernadete, 344, Canhema, Diadema, São Paulo",27,520.0,-23.6728106,-46.6037944,30,0
3740844,751,45019692000158,Avicola E Mercearia Mariz Ltda,Nenhum,Diadema,"Avenida Brasilia, 581, Campanário, Diadema, São Paulo",6,110.0,-23.6682373,-46.6185895,30,0
3740973,210852,52098579000170,Acougue Quilo E Grama Ltda,Nenhum,Diadema,"Avenida Presidente Juscelino, 333, Piraporinha, Diadema, São Paulo",5,100.0,-23.6830194,-46.5922176,30,0
3740743,10507,58747692000116,Sup Vila Rica Plus Ltda,Arcos,Diadema,"Rua Luiz De Vasconcelos, 127, Jardim Marilen, Diadema, São Paulo",36,705.0,-23.68611,-46.62278,30,0
3738443,182603,61274247000190,Mazzaferro Ind. Com. Prod. Pesca S/A,Nenhum,Diadema,"Avenida Fundibem, S/N, Jardim Casa Grande, Diadema, São Paulo",6,120.0,-23.7035411,-46.5949433,30,0
3740823,10708,04153386000122,Marcelo Urzedo De Oliveira Eldorado Epp,Nenhum,Eldorado,"Avenida Caraita, 194, Centro, Eldorado, São Paulo",45,900.0,-24.52,-48.10806,30,0
3740894,207656,14785196000181,Izabel Dos Santos Pontes Varejista De Al,Nenhum,Eldorado,"Rua Dr. Nuno Silva, 220, Centro, Eldorado, São Paulo",5,95.0,-24.52,-48.10806,30,0
3740717,203432,34639727000135,Michel Richard Magalhaes Fragoso,Nenhum,Embu das Artes,"Rua Orlandia, 47, Parque Luiza, Embu Das Artes, São Paulo",7,140.0,-23.64889,-46.85222,30,0
3740930,205754,44747898000131,Mg Supermercado Ltda,Nenhum,Embu-Guaçu,"Rua Emilia Pires, 365, Centro, Embu-Guaçu, São Paulo",50,1000.0,-23.8294539,-46.8169557,30,0
3740689,215671,01444210001537,Comercio De Alimentos Alves E Farias Ltd,Rede Parana,Ferraz de Vasconcelos,"Rua Otavio Rodrigues Barbosa, 219, Vila Romanopolis, Ferraz De Vasconcelos, São Paulo",98,1920.0,-23.541155,-46.365145,30,0
3740562,192266,17178798000169,Merc.E Açougue Soberano Ltda,Nenhum,Ferraz de Vasconcelos,"Avenida Vinicius De Moraes, 143, Vila Sao Paulo, Ferraz De Vasconcelos, São Paulo",6,120.0,-23.5578807,-46.3669865,30,0
3740715,187255,50948371001140,Irmãos Boa Ltda,Irmãos Boa,Francisco Morato,"Rua Demerson Gomes Romano, 386, Centro, Francisco Morato, São Paulo",15,300.0,-23.2868804,-46.7419955,30,0
3740337,209311,11813940000116,Girassol Servicos De Alimentacao Ltda,Nenhum,Franco da Rocha,"Estrada Governo, Do, S/N, Pouso Alegre, Franco Da Rocha, São Paulo",25,500.0,-23.3344663,-46.7254136,30,0
3740331,6708,00859326000179,G.M.Omine Quitandão Ltda -  Epp,Nenhum,Guarujá,"Rua Bandeirantes, 605, João B.Julião, Guarujá, São Paulo",10,200.0,-23.9830219,-46.2060406,30,0
3740633,191599,18021688000151,Mercearia D.A. Bastos - Eireli - Me,Nenhum,Guarujá,"Rua Antonio Baracal, 561, Morrinhos I, Guarujá, São Paulo",5,100.0,-23.9611553,-46.2525505,30,0
3740456,199509,21010503001351,Centro De Distrib. Rede Krill Ltda,Krill,Guarujá,"Avenida Santos Dumont, 1503, Sitio Paecara (Vicente De Carv, Guarujá, São Paulo",8,160.0,-23.9540438,-46.2912372,30,0
3740391,199510,21010503001947,Centro De Distribuição Rede Krill Ltda,Krill,Guarujá,"Avenida Dos Caicaras, 1682, Jardim Las Palmas, Guarujá, São Paulo",3,60.0,-23.9999291,-46.273905,30,0
3740465,199510,21010503001947,Centro De Distribuição Rede Krill Ltda,Krill,Guarujá,"Avenida Dos Caicaras, 1682, Jardim Las Palmas, Guarujá, São Paulo",10,200.0,-23.9999291,-46.273905,30,0
3740482,209096,43391097000113,F Dos Santos Freire,Nenhum,Guarujá,"Avenida Tancredo Neves, 1041, Cachoeira, Guarujá, São Paulo",12,240.0,-23.99306,-46.25639,30,0
3740595,13947,49187917000136,Restaurante Bambuzal Ltda-Epp,Nenhum,Guarujá,"Rua Cav Nami Jafet, 145, Centro, Guarujá, São Paulo",5,100.0,-23.99306,-46.25639,30,0
3741048,802,01444210000131,Comercio De Alimentos Alves E Farias Ltd,Rede Parana,GUARULHOS,"Rua Osvaldo Ramos, 100, Parque Mikail, Guarulhos, São Paulo",72,1405.0,-23.46278,-46.53333,30,0
3740584,191714,04152923000110,José Maria Soares Da Silva,Nenhum,GUARULHOS,"Rua Campina Grande Do Sul, 237, Jardim Centenario, Guarulhos, São Paulo",15,300.0,-23.46278,-46.53333,30,0
3740516,12194,05218394000172,Integral Alimentação Com.E Serviços Ltda,Nenhum,Guarulhos,"Rua Luis Vaz De Camoes, 177, Cumbica, Guarulhos, São Paulo",1,20.0,-23.46667,-46.46667,30,0
3740927,14108,08413116000164,Patricia De Aguiar Silva Ltda Me,Nenhum,Guarulhos,"Avenida Manoel Isidoro Martins, 1084, Cidade Martins, Guarulhos, São Paulo",5,100.0,-23.43149,-46.51214,30,0
3740394,190014,09116528000103,Mini Mercado Ibirapuera Eireli Me,Nenhum,Guarulhos,"Rua Ibirapuera, 20, Parque Jurema, Guarulhos, São Paulo",3,60.0,-23.4465622,-46.4110879,30,0
3740574,181657,13759045000196,Vila Zaira Hortifruti Ltda,Rede Sitio Verde,Guarulhos,"Avenida Onze De Agosto, 256, Jd. Zaira, Guarulhos, São Paulo",8,155.0,-23.4644112,-46.5364085,30,0
3740491,190081,13759045000358,Vila Zaira Hortifruti Ltda,Rede Sitio Verde,Guarulhos,"Avenida Salgado Filho, 1536, Centro, Guarulhos, São Paulo",2,40.0,-23.4598137,-46.5328666,30,0
3740492,190081,13759045000358,Vila Zaira Hortifruti Ltda,Rede Sitio Verde,Guarulhos,"Avenida Salgado Filho, 1536, Centro, Guarulhos, São Paulo",5,100.0,-23.4598137,-46.5328666,30,0
3740493,190081,13759045000358,Vila Zaira Hortifruti Ltda,Rede Sitio Verde,Guarulhos,"Avenida Salgado Filho, 1536, Centro, Guarulhos, São Paulo",3,55.0,-23.4598137,-46.5328666,30,0
3740490,214253,13759045000609,Vila Zaira Hortifruti Ltda,Rede Sitio Verde,Guarulhos,"Rua Constancio Colalilo, 630, Vila Augusta, Guarulhos, São Paulo",6,110.0,-23.4830382,-46.539254,30,0
3740621,190174,17793656000101,Nova Montalegre Eireli Me,Gonçalves Barroso,GUARULHOS,"Avenida Professor José Munhoz, 685, Jardim Munhoz, Guarulhos, São Paulo",7,140.0,-23.46278,-46.53333,30,0
3740612,205679,26422161000167,Espetinhos Do Mineiro Comercio Ltda,Nenhum,GUARULHOS,"Rua Holandesa, 150, Cidade Jardim Cumbica (Jardim, Guarulhos, São Paulo",3,60.0,-23.46278,-46.53333,30,0
3740486,197521,31908033000168,Bg Leste Alimentos Ltda,Nenhum,GUARULHOS,"Rodovia Ayrton Senna Da Silva, Sn, Vila Anny, Guarulhos, São Paulo",11,220.0,-23.46278,-46.53333,30,0
3740971,210933,47335097000823,Superboi Comercio De Carnes Ltda,Rede Estoril,Guarulhos,"Rua Louveira, 541, Jardim Marilena, Guarulhos, São Paulo",6,120.0,-23.423113,-46.4937482,30,0
3740169,209744,49120337000121,49.120.337 Roselaine Barbosa Caraca,Nenhum,Guarulhos,"Avenida Atalaia Do Norte, 527, Jardim Cumbica (Jardim Preside, Guarulhos, São Paulo",3,60.0,-23.4525325,-46.4413987,30,0
3740980,210770,50273744000158,50.273.744 Jardiel Da Silva Barbosa,Nenhum,Guarulhos,"Rua Nossa Senhora Aparecida, 31, Vila Das Malvinas, Guarulhos, São Paulo",9,180.0,-23.4595654,-46.5081069,30,0
3740842,213397,55417128000147,Gf Alimentos Ltda,Nenhum,GUARULHOS,"Rua Rodrigo Fernandes, Lt 21, Jd. Santa Paula, Guarulhos, São Paulo",5,100.0,-23.46278,-46.53333,30,0
3740833,12000,56311970000162,Paulo Nakada Guarulhos-Epp,Nenhum,Guarulhos,"Rua Lagoa Seca, 660, Jardim Triunfo, Guarulhos, São Paulo",5,100.0,-23.41433,-46.4037699,30,0
3740747,214940,58284814000185,Familia Ii Supermercado Ltda,Nenhum,Guarulhos,"Praça Nossa Senhora Aparecida, 275, Jardim Vila Galvao, Guarulhos, São Paulo",10,200.0,-23.4661663,-46.5594452,30,0
3740762,215285,59476330000109,Frango X Rotisseria Ltda,Nenhum,Guarulhos,"Rua Conego Valadao, 1143, Gopouva, Guarulhos, São Paulo",12,216.0,-23.4737032,-46.5448854,30,0
3740474,199002,62220637000140,Centro Esp. Nosso Lar C. André Luiz,Nenhum,Guarulhos,"Avenida Andre Luis, 723, Picanco, Guarulhos, São Paulo",8,160.0,-23.4390401,-46.5454237,30,0
3739121,204268,15724330000105,Bomgosto Alimentação Ltda,Nenhum,Holambra,"Rua Jaguariuna, 644, Distr.Industrial, Holambra, São Paulo",16,320.0,-22.63306,-47.05556,30,0
